Operation, Gas, Fee (weis), Latency (ms), Blockchain
Transfer, 74122, 2237316385524, 11718.760624, sepolia
Transfer, 74122, 2207129459804, 12985.804926, sepolia
Transfer, 74122, 2217382533698, 11108.374965, sepolia
Transfer, 74122, 2286635830128, 12287.300907, sepolia
Transfer, 74122, 2270075715254, 11848.100022999999, sepolia
Transfer, 74122, 2134830564516, 13414.539802, sepolia
Transfer, 74122, 2313706296358, 10363.102663, sepolia
Transfer, 74122, 2132613353130, 12619.585699, sepolia
Transfer, 74122, 2436247751638, 11450.311999, sepolia
Transfer, 74122, 2465056452890, 11984.972944, sepolia
Transfer, 74122, 2436171924832, 12280.484442, sepolia
Transfer, 74122, 2465531649032, 12095.279989, sepolia
Transfer, 74122, 2441617519928, 12920.232982, sepolia
Transfer, 74122, 2651810537990, 10516.022083, sepolia
Transfer, 74122, 113170104603174, 13431.447339, sepolia
Transfer, 74122, 2212280642316, 10756.960251, sepolia
Transfer, 74122, 2738819537154, 13176.442155, sepolia
Transfer, 74122, 2655648278662, 10556.014954, sepolia
Transfer, 74122, 2813905716130, 12556.764226, sepolia
Transfer, 74122, 2824332902602, 12113.148378, sepolia
Transfer, 74122, 2789529139868, 11669.544961, sepolia
Transfer, 74122, 2877412259778, 12823.830108, sepolia
Transfer, 74122, 2764430318838, 13158.718977, sepolia
Transfer, 74122, 2764041474826, 9671.907614, sepolia
Transfer, 74122, 2779016713096, 12716.10637, sepolia
Transfer, 74122, 2764722730128, 11938.530841, sepolia
Transfer, 74122, 2818315456276, 12619.309983, sepolia
Transfer, 74122, 2814300712268, 10740.586294, sepolia
Transfer, 74122, 2747953591214, 12207.19789, sepolia
Transfer, 74122, 2717771335180, 12072.98305, sepolia
Transfer, 74122, 2492865322484, 24453.703916, sepolia
Transfer, 74122, 2572511116290, 12215.139759, sepolia
Transfer, 74122, 2542984024614, 11458.317062, sepolia
Transfer, 74122, 2578142979972, 12738.425722, sepolia
Transfer, 74122, 2630480301806, 11304.360276, sepolia
Transfer, 74122, 2488962428574, 11954.720366, sepolia
Transfer, 74122, 2571194413082, 12880.00925, sepolia
Transfer, 74122, 2574487950030, 11667.137901, sepolia
Transfer, 74122, 2501797394094, 11238.444172, sepolia
Transfer, 74122, 2327581341782, 11950.15364, sepolia
Transfer, 74122, 2513491103180, 12840.005468, sepolia
Transfer, 74122, 2444333127642, 11839.520217, sepolia
Transfer, 74122, 2434201465584, 11705.033101, sepolia
Transfer, 74122, 2429765486250, 12364.155419, sepolia
Transfer, 74122, 2337836046360, 11841.204419, sepolia
Transfer, 74122, 2293662892216, 12049.81753, sepolia
Transfer, 74122, 2218444405470, 11924.123134, sepolia
Transfer, 74122, 2171345359498, 12353.658232, sepolia
Transfer, 74122, 2053676313888, 23052.684867, sepolia
Transfer, 74122, 2050922607466, 12070.43227, sepolia
Transfer, 74122, 1927915591904, 12457.061616, sepolia
Transfer, 74122, 2000771588144, 11370.894133, sepolia
Transfer, 74122, 1950570388228, 12286.549502, sepolia
Transfer, 74122, 1942343513326, 12141.592308, sepolia
Transfer, 74122, 1878813695370, 11823.879941, sepolia
Transfer, 74122, 1826126072964, 12944.537661, sepolia
Transfer, 74122, 1831437284874, 11473.65347, sepolia
Transfer, 74122, 1624435515400, 11878.703538, sepolia
Transfer, 74122, 1918748998286, 11686.93767, sepolia
Transfer, 74122, 1929153948158, 11925.085665, sepolia
Transfer, 74122, 1843035080092, 11933.068494, sepolia
Transfer, 74122, 1828647999892, 11957.603445, sepolia
Transfer, 74122, 1760322785024, 12402.9113, sepolia
Transfer, 74122, 1619503289276, 11695.23273, sepolia
Transfer, 74122, 1768144879684, 12316.461333, sepolia
Transfer, 74122, 1902761994716, 11710.141793, sepolia
Transfer, 74122, 1713541351822, 12068.791688, sepolia
Transfer, 74122, 1883695222046, 11874.137482, sepolia
